"","scientificname","county","n","recent_collect_date","recent_id_date","mass","length"
"9894","Anambodera gemina","kanabec",0,NA,NA,NA,NA
"9895","Anambodera gemina","kandiyohi",0,NA,NA,NA,NA
"9896","Anambodera gemina","kittson",0,NA,NA,NA,NA
"9897","Anambodera gemina","koochiching",0,NA,NA,NA,NA
"9898","Anambodera gemina","lac qui parle",0,NA,NA,NA,NA
"9899","Anambodera gemina","lake",0,NA,NA,NA,NA
"9900","Anambodera gemina","lake of the woods",0,NA,NA,NA,NA
"9901","Anambodera gemina","le sueur",0,NA,NA,NA,NA
"9902","Anambodera gemina","lincoln",0,NA,NA,NA,NA
"9903","Anambodera gemina","lyon",0,NA,NA,NA,NA
"9904","Anambodera gemina","mahnomen",0,NA,NA,NA,NA
"9905","Anambodera gemina","marshall",0,NA,NA,NA,NA
"9906","Anambodera gemina","martin",0,NA,NA,NA,NA
"9907","Anambodera gemina","mcleod",0,NA,NA,NA,NA
"9908","Anambodera gemina","meeker",0,NA,NA,NA,NA
"9909","Anambodera gemina","mille lacs",0,NA,NA,NA,NA
"9910","Anambodera gemina","mille lacs lake",0,NA,NA,NA,NA
"9911","Anambodera gemina","morrison",0,NA,NA,NA,NA
"9912","Anambodera gemina","mower",0,NA,NA,NA,NA
"9913","Anambodera gemina","murray",0,NA,NA,NA,NA
"9914","Anambodera gemina","nicollet",0,NA,NA,NA,NA
"9915","Anambodera gemina","nobles",0,NA,NA,NA,NA
"9916","Anambodera gemina","norman",0,NA,NA,NA,NA
"9917","Anambodera gemina","olmsted",0,NA,NA,NA,NA
"9918","Anambodera gemina","otter tail",0,NA,NA,NA,NA
"9919","Anambodera gemina","pennington",0,NA,NA,NA,NA
"9920","Anambodera gemina","pine",0,NA,NA,NA,NA
"9921","Anambodera gemina","pipestone",0,NA,NA,NA,NA
"9922","Anambodera gemina","polk",0,NA,NA,NA,NA
"9923","Anambodera gemina","pope",0,NA,NA,NA,NA
"9924","Anambodera gemina","ramsey",0,NA,NA,NA,NA
"9925","Anambodera gemina","red lake",0,NA,NA,NA,NA
"9926","Anambodera gemina","redwood",0,NA,NA,NA,NA
"9927","Anambodera gemina","renville",0,NA,NA,NA,NA
"9928","Anambodera gemina","rice",0,NA,NA,NA,NA
"9929","Anambodera gemina","rock",0,NA,NA,NA,NA
"9930","Anambodera gemina","roseau",0,NA,NA,NA,NA
"9931","Anambodera gemina","saint anthony park",0,NA,NA,NA,NA
"9932","Anambodera gemina","santa rita",0,NA,NA,NA,NA
"9933","Anambodera gemina","scott",0,NA,NA,NA,NA
"9934","Anambodera gemina","sherburne",0,NA,NA,NA,NA
"9935","Anambodera gemina","sibley",0,NA,NA,NA,NA
"9936","Anambodera gemina","st louis",0,NA,NA,NA,NA
"9937","Anambodera gemina","stearns",0,NA,NA,NA,NA
"9938","Anambodera gemina","steele",0,NA,NA,NA,NA
"9939","Anambodera gemina","stevens",0,NA,NA,NA,NA
"9940","Anambodera gemina","swift",0,NA,NA,NA,NA
"9941","Anambodera gemina","todd",0,NA,NA,NA,NA
"9942","Anambodera gemina","traverse",0,NA,NA,NA,NA
"9943","Anambodera gemina","wabasha",0,NA,NA,NA,NA
"9944","Anambodera gemina","wadena",0,NA,NA,NA,NA
"9945","Anambodera gemina","waseca",0,NA,NA,NA,NA
"9946","Anambodera gemina","washington",0,NA,NA,NA,NA
"9947","Anambodera gemina","watonwan",0,NA,NA,NA,NA
"9948","Anambodera gemina","wilkin",0,NA,NA,NA,NA
"9949","Anambodera gemina","winona",0,NA,NA,NA,NA
"9950","Anambodera gemina","wright",0,NA,NA,NA,NA
"9951","Anambodera gemina","yellow medicine",0,NA,NA,NA,NA
"9952","Ancylotela barberi","aitkin",0,NA,NA,NA,NA
"9953","Ancylotela barberi","anoka",0,NA,NA,NA,NA
"9954","Ancylotela barberi","anoka/isanti",0,NA,NA,NA,NA
"9955","Ancylotela barberi","aonka/isanti",0,NA,NA,NA,NA
"9956","Ancylotela barberi","becker",0,NA,NA,NA,NA
"9957","Ancylotela barberi","beltrami",0,NA,NA,NA,NA
"9958","Ancylotela barberi","benton",0,NA,NA,NA,NA
"9959","Ancylotela barberi","big stone",0,NA,NA,NA,NA
"9960","Ancylotela barberi","blue earth",0,NA,NA,NA,NA
"9961","Ancylotela barberi","brown",0,NA,NA,NA,NA
"9962","Ancylotela barberi","carlton",0,NA,NA,NA,NA
"9963","Ancylotela barberi","carver",0,NA,NA,NA,NA
"9964","Ancylotela barberi","cass",0,NA,NA,NA,NA
"9965","Ancylotela barberi","chippewa",0,NA,NA,NA,NA
"9966","Ancylotela barberi","chisago",0,NA,NA,NA,NA
"9967","Ancylotela barberi","clay",0,NA,NA,NA,NA
"9968","Ancylotela barberi","clearwater",0,NA,NA,NA,NA
"9969","Ancylotela barberi","cook",0,NA,NA,NA,NA
"9970","Ancylotela barberi","cottonwood",0,NA,NA,NA,NA
"9971","Ancylotela barberi","crow wing",0,NA,NA,NA,NA
"9972","Ancylotela barberi","dakota",0,NA,NA,NA,NA
"9973","Ancylotela barberi","dodge",0,NA,NA,NA,NA
"9974","Ancylotela barberi","douglas",0,NA,NA,NA,NA
"9975","Ancylotela barberi","faribault",0,NA,NA,NA,NA
"9976","Ancylotela barberi","fillmore",0,NA,NA,NA,NA
"9977","Ancylotela barberi","freeborn",0,NA,NA,NA,NA
"9978","Ancylotela barberi","goodhue",0,NA,NA,NA,NA
"9979","Ancylotela barberi","grant",0,NA,NA,NA,NA
"9980","Ancylotela barberi","hennepin",0,NA,NA,NA,NA
"9981","Ancylotela barberi","houston",0,NA,NA,NA,NA
"9982","Ancylotela barberi","hubbard",0,NA,NA,NA,NA
"9983","Ancylotela barberi","isanti",0,NA,NA,NA,NA
"9984","Ancylotela barberi","itasca",0,NA,NA,NA,NA
"9985","Ancylotela barberi","itasca park",0,NA,NA,NA,NA
"9986","Ancylotela barberi","jackson",0,NA,NA,NA,NA
"9987","Ancylotela barberi","kanabec",0,NA,NA,NA,NA
"9988","Ancylotela barberi","kandiyohi",0,NA,NA,NA,NA
"9989","Ancylotela barberi","kittson",0,NA,NA,NA,NA
"9990","Ancylotela barberi","koochiching",0,NA,NA,NA,NA
"9991","Ancylotela barberi","lac qui parle",0,NA,NA,NA,NA
"9992","Ancylotela barberi","lake",0,NA,NA,NA,NA
"9993","Ancylotela barberi","lake of the woods",0,NA,NA,NA,NA
"9994","Ancylotela barberi","le sueur",0,NA,NA,NA,NA
"9995","Ancylotela barberi","lincoln",0,NA,NA,NA,NA
"9996","Ancylotela barberi","lyon",0,NA,NA,NA,NA
"9997","Ancylotela barberi","mahnomen",0,NA,NA,NA,NA
"9998","Ancylotela barberi","marshall",0,NA,NA,NA,NA
"9999","Ancylotela barberi","martin",0,NA,NA,NA,NA
"10000","Ancylotela barberi","mcleod",0,NA,NA,NA,NA
"10001","Ancylotela barberi","meeker",0,NA,NA,NA,NA
"10002","Ancylotela barberi","mille lacs",0,NA,NA,NA,NA
"10003","Ancylotela barberi","mille lacs lake",0,NA,NA,NA,NA
"10004","Ancylotela barberi","morrison",0,NA,NA,NA,NA
"10005","Ancylotela barberi","mower",0,NA,NA,NA,NA
"10006","Ancylotela barberi","murray",0,NA,NA,NA,NA
"10007","Ancylotela barberi","nicollet",0,NA,NA,NA,NA
"10008","Ancylotela barberi","nobles",0,NA,NA,NA,NA
"10009","Ancylotela barberi","norman",0,NA,NA,NA,NA
"10010","Ancylotela barberi","olmsted",0,NA,NA,NA,NA
"10011","Ancylotela barberi","otter tail",0,NA,NA,NA,NA
"10012","Ancylotela barberi","pennington",0,NA,NA,NA,NA
"10013","Ancylotela barberi","pine",0,NA,NA,NA,NA
"10014","Ancylotela barberi","pipestone",0,NA,NA,NA,NA
"10015","Ancylotela barberi","polk",0,NA,NA,NA,NA
"10016","Ancylotela barberi","pope",0,NA,NA,NA,NA
"10017","Ancylotela barberi","ramsey",0,NA,NA,NA,NA
"10018","Ancylotela barberi","red lake",0,NA,NA,NA,NA
"10019","Ancylotela barberi","redwood",0,NA,NA,NA,NA
"10020","Ancylotela barberi","renville",0,NA,NA,NA,NA
"10021","Ancylotela barberi","rice",0,NA,NA,NA,NA
"10022","Ancylotela barberi","rock",0,NA,NA,NA,NA
"10023","Ancylotela barberi","roseau",0,NA,NA,NA,NA
"10024","Ancylotela barberi","saint anthony park",0,NA,NA,NA,NA
"10025","Ancylotela barberi","santa rita",0,NA,NA,NA,NA
"10026","Ancylotela barberi","scott",0,NA,NA,NA,NA
"10027","Ancylotela barberi","sherburne",0,NA,NA,NA,NA
"10028","Ancylotela barberi","sibley",0,NA,NA,NA,NA
"10029","Ancylotela barberi","st louis",0,NA,NA,NA,NA
"10030","Ancylotela barberi","stearns",0,NA,NA,NA,NA
"10031","Ancylotela barberi","steele",0,NA,NA,NA,NA
"10032","Ancylotela barberi","stevens",0,NA,NA,NA,NA
"10033","Ancylotela barberi","swift",0,NA,NA,NA,NA
"10034","Ancylotela barberi","todd",0,NA,NA,NA,NA
"10035","Ancylotela barberi","traverse",0,NA,NA,NA,NA
"10036","Ancylotela barberi","wabasha",0,NA,NA,NA,NA
"10037","Ancylotela barberi","wadena",0,NA,NA,NA,NA
"10038","Ancylotela barberi","waseca",0,NA,NA,NA,NA
"10039","Ancylotela barberi","washington",0,NA,NA,NA,NA
"10040","Ancylotela barberi","watonwan",0,NA,NA,NA,NA
"10041","Ancylotela barberi","wilkin",0,NA,NA,NA,NA
"10042","Ancylotela barberi","winona",0,NA,NA,NA,NA
"10043","Ancylotela barberi","wright",0,NA,NA,NA,NA
"10044","Ancylotela barberi","yellow medicine",0,NA,NA,NA,NA
"10045","Ancylotela olneyae","aitkin",0,NA,NA,NA,NA
"10046","Ancylotela olneyae","anoka",0,NA,NA,NA,NA
"10047","Ancylotela olneyae","anoka/isanti",0,NA,NA,NA,NA
"10048","Ancylotela olneyae","aonka/isanti",0,NA,NA,NA,NA
"10049","Ancylotela olneyae","becker",0,NA,NA,NA,NA
"10050","Ancylotela olneyae","beltrami",0,NA,NA,NA,NA
"10051","Ancylotela olneyae","benton",0,NA,NA,NA,NA
"10052","Ancylotela olneyae","big stone",0,NA,NA,NA,NA
"10053","Ancylotela olneyae","blue earth",0,NA,NA,NA,NA
"10054","Ancylotela olneyae","brown",0,NA,NA,NA,NA
"10055","Ancylotela olneyae","carlton",0,NA,NA,NA,NA
"10056","Ancylotela olneyae","carver",0,NA,NA,NA,NA
"10057","Ancylotela olneyae","cass",0,NA,NA,NA,NA
"10058","Ancylotela olneyae","chippewa",0,NA,NA,NA,NA
"10059","Ancylotela olneyae","chisago",0,NA,NA,NA,NA
"10060","Ancylotela olneyae","clay",0,NA,NA,NA,NA
"10061","Ancylotela olneyae","clearwater",0,NA,NA,NA,NA
"10062","Ancylotela olneyae","cook",0,NA,NA,NA,NA
"10063","Ancylotela olneyae","cottonwood",0,NA,NA,NA,NA
"10064","Ancylotela olneyae","crow wing",0,NA,NA,NA,NA
"10065","Ancylotela olneyae","dakota",0,NA,NA,NA,NA
"10066","Ancylotela olneyae","dodge",0,NA,NA,NA,NA
"10067","Ancylotela olneyae","douglas",0,NA,NA,NA,NA
"10068","Ancylotela olneyae","faribault",0,NA,NA,NA,NA
"10069","Ancylotela olneyae","fillmore",0,NA,NA,NA,NA
"10070","Ancylotela olneyae","freeborn",0,NA,NA,NA,NA
"10071","Ancylotela olneyae","goodhue",0,NA,NA,NA,NA
"10072","Ancylotela olneyae","grant",0,NA,NA,NA,NA
"10073","Ancylotela olneyae","hennepin",0,NA,NA,NA,NA
"10074","Ancylotela olneyae","houston",0,NA,NA,NA,NA
"10075","Ancylotela olneyae","hubbard",0,NA,NA,NA,NA
"10076","Ancylotela olneyae","isanti",0,NA,NA,NA,NA
"10077","Ancylotela olneyae","itasca",0,NA,NA,NA,NA
"10078","Ancylotela olneyae","itasca park",0,NA,NA,NA,NA
"10079","Ancylotela olneyae","jackson",0,NA,NA,NA,NA
"10080","Ancylotela olneyae","kanabec",0,NA,NA,NA,NA
"10081","Ancylotela olneyae","kandiyohi",0,NA,NA,NA,NA
"10082","Ancylotela olneyae","kittson",0,NA,NA,NA,NA
"10083","Ancylotela olneyae","koochiching",0,NA,NA,NA,NA
"10084","Ancylotela olneyae","lac qui parle",0,NA,NA,NA,NA
"10085","Ancylotela olneyae","lake",0,NA,NA,NA,NA
"10086","Ancylotela olneyae","lake of the woods",0,NA,NA,NA,NA
"10087","Ancylotela olneyae","le sueur",0,NA,NA,NA,NA
"10088","Ancylotela olneyae","lincoln",0,NA,NA,NA,NA
"10089","Ancylotela olneyae","lyon",0,NA,NA,NA,NA
"10090","Ancylotela olneyae","mahnomen",0,NA,NA,NA,NA
"10091","Ancylotela olneyae","marshall",0,NA,NA,NA,NA
"10092","Ancylotela olneyae","martin",0,NA,NA,NA,NA
"10093","Ancylotela olneyae","mcleod",0,NA,NA,NA,NA
"10094","Ancylotela olneyae","meeker",0,NA,NA,NA,NA
"10095","Ancylotela olneyae","mille lacs",0,NA,NA,NA,NA
"10096","Ancylotela olneyae","mille lacs lake",0,NA,NA,NA,NA
"10097","Ancylotela olneyae","morrison",0,NA,NA,NA,NA
"10098","Ancylotela olneyae","mower",0,NA,NA,NA,NA
"10099","Ancylotela olneyae","murray",0,NA,NA,NA,NA
"10100","Ancylotela olneyae","nicollet",0,NA,NA,NA,NA
"10101","Ancylotela olneyae","nobles",0,NA,NA,NA,NA
"10102","Ancylotela olneyae","norman",0,NA,NA,NA,NA
"10103","Ancylotela olneyae","olmsted",0,NA,NA,NA,NA
"10104","Ancylotela olneyae","otter tail",0,NA,NA,NA,NA
"10105","Ancylotela olneyae","pennington",0,NA,NA,NA,NA
"10106","Ancylotela olneyae","pine",0,NA,NA,NA,NA
"10107","Ancylotela olneyae","pipestone",0,NA,NA,NA,NA
"10108","Ancylotela olneyae","polk",0,NA,NA,NA,NA
"10109","Ancylotela olneyae","pope",0,NA,NA,NA,NA
"10110","Ancylotela olneyae","ramsey",0,NA,NA,NA,NA
"10111","Ancylotela olneyae","red lake",0,NA,NA,NA,NA
"10112","Ancylotela olneyae","redwood",0,NA,NA,NA,NA
"10113","Ancylotela olneyae","renville",0,NA,NA,NA,NA
"10114","Ancylotela olneyae","rice",0,NA,NA,NA,NA
"10115","Ancylotela olneyae","rock",0,NA,NA,NA,NA
"10116","Ancylotela olneyae","roseau",0,NA,NA,NA,NA
"10117","Ancylotela olneyae","saint anthony park",0,NA,NA,NA,NA
"10118","Ancylotela olneyae","santa rita",0,NA,NA,NA,NA
"10119","Ancylotela olneyae","scott",0,NA,NA,NA,NA
"10120","Ancylotela olneyae","sherburne",0,NA,NA,NA,NA
"10121","Ancylotela olneyae","sibley",0,NA,NA,NA,NA
"10122","Ancylotela olneyae","st louis",0,NA,NA,NA,NA
"10123","Ancylotela olneyae","stearns",0,NA,NA,NA,NA
"10124","Ancylotela olneyae","steele",0,NA,NA,NA,NA
"10125","Ancylotela olneyae","stevens",0,NA,NA,NA,NA
"10126","Ancylotela olneyae","swift",0,NA,NA,NA,NA
"10127","Ancylotela olneyae","todd",0,NA,NA,NA,NA
"10128","Ancylotela olneyae","traverse",0,NA,NA,NA,NA
"10129","Ancylotela olneyae","wabasha",0,NA,NA,NA,NA
"10130","Ancylotela olneyae","wadena",0,NA,NA,NA,NA
"10131","Ancylotela olneyae","waseca",0,NA,NA,NA,NA
"10132","Ancylotela olneyae","washington",0,NA,NA,NA,NA
"10133","Ancylotela olneyae","watonwan",0,NA,NA,NA,NA
"10134","Ancylotela olneyae","wilkin",0,NA,NA,NA,NA
"10135","Ancylotela olneyae","winona",0,NA,NA,NA,NA
"10136","Ancylotela olneyae","wright",0,NA,NA,NA,NA
"10137","Ancylotela olneyae","yellow medicine",0,NA,NA,NA,NA
"10138","Anthaxia aenecogaster","aitkin",0,NA,NA,NA,NA
"10139","Anthaxia aenecogaster","anoka",9,1992,NA,54.8805916984566,54.8805916984566
"10140","Anthaxia aenecogaster","anoka/isanti",1,1997,NA,61.1886916519143,61.1886916519143
"10141","Anthaxia aenecogaster","aonka/isanti",0,NA,NA,NA,NA
"10142","Anthaxia aenecogaster","becker",0,NA,NA,NA,NA
"10143","Anthaxia aenecogaster","beltrami",0,NA,NA,NA,NA
"10144","Anthaxia aenecogaster","benton",0,NA,NA,NA,NA
"10145","Anthaxia aenecogaster","big stone",0,NA,NA,NA,NA
"10146","Anthaxia aenecogaster","blue earth",0,NA,NA,NA,NA
"10147","Anthaxia aenecogaster","brown",0,NA,NA,NA,NA
"10148","Anthaxia aenecogaster","carlton",0,NA,NA,NA,NA
"10149","Anthaxia aenecogaster","carver",0,NA,NA,NA,NA
"10150","Anthaxia aenecogaster","cass",0,NA,NA,NA,NA
"10151","Anthaxia aenecogaster","chippewa",0,NA,NA,NA,NA
"10152","Anthaxia aenecogaster","chisago",0,NA,NA,NA,NA
"10153","Anthaxia aenecogaster","clay",0,NA,NA,NA,NA
"10154","Anthaxia aenecogaster","clearwater",0,NA,NA,NA,NA
"10155","Anthaxia aenecogaster","cook",0,NA,NA,NA,NA
"10156","Anthaxia aenecogaster","cottonwood",0,NA,NA,NA,NA
"10157","Anthaxia aenecogaster","crow wing",0,NA,NA,NA,NA
"10158","Anthaxia aenecogaster","dakota",0,NA,NA,NA,NA
"10159","Anthaxia aenecogaster","dodge",0,NA,NA,NA,NA
"10160","Anthaxia aenecogaster","douglas",0,NA,NA,NA,NA
"10161","Anthaxia aenecogaster","faribault",0,NA,NA,NA,NA
"10162","Anthaxia aenecogaster","fillmore",0,NA,NA,NA,NA
"10163","Anthaxia aenecogaster","freeborn",0,NA,NA,NA,NA
"10164","Anthaxia aenecogaster","goodhue",0,NA,NA,NA,NA
"10165","Anthaxia aenecogaster","grant",0,NA,NA,NA,NA
"10166","Anthaxia aenecogaster","hennepin",0,NA,NA,NA,NA
"10167","Anthaxia aenecogaster","houston",0,NA,NA,NA,NA
"10168","Anthaxia aenecogaster","hubbard",0,NA,NA,NA,NA
"10169","Anthaxia aenecogaster","isanti",14,1989,NA,42.2386321425438,42.2386321425438
"10170","Anthaxia aenecogaster","itasca",0,NA,NA,NA,NA
"10171","Anthaxia aenecogaster","itasca park",0,NA,NA,NA,NA
"10172","Anthaxia aenecogaster","jackson",0,NA,NA,NA,NA
"10173","Anthaxia aenecogaster","kanabec",0,NA,NA,NA,NA
"10174","Anthaxia aenecogaster","kandiyohi",0,NA,NA,NA,NA
"10175","Anthaxia aenecogaster","kittson",0,NA,NA,NA,NA
"10176","Anthaxia aenecogaster","koochiching",0,NA,NA,NA,NA
"10177","Anthaxia aenecogaster","lac qui parle",0,NA,NA,NA,NA
"10178","Anthaxia aenecogaster","lake",3,1936,1942,39.9849167047068,39.9849167047068
"10179","Anthaxia aenecogaster","lake of the woods",0,NA,NA,NA,NA
"10180","Anthaxia aenecogaster","le sueur",0,NA,NA,NA,NA
"10181","Anthaxia aenecogaster","lincoln",0,NA,NA,NA,NA
"10182","Anthaxia aenecogaster","lyon",0,NA,NA,NA,NA
"10183","Anthaxia aenecogaster","mahnomen",0,NA,NA,NA,NA
"10184","Anthaxia aenecogaster","marshall",0,NA,NA,NA,NA
"10185","Anthaxia aenecogaster","martin",0,NA,NA,NA,NA
"10186","Anthaxia aenecogaster","mcleod",0,NA,NA,NA,NA
"10187","Anthaxia aenecogaster","meeker",0,NA,NA,NA,NA
"10188","Anthaxia aenecogaster","mille lacs",0,NA,NA,NA,NA
"10189","Anthaxia aenecogaster","mille lacs lake",0,NA,NA,NA,NA
"10190","Anthaxia aenecogaster","morrison",0,NA,NA,NA,NA
"10191","Anthaxia aenecogaster","mower",0,NA,NA,NA,NA
"10192","Anthaxia aenecogaster","murray",0,NA,NA,NA,NA
"10193","Anthaxia aenecogaster","nicollet",0,NA,NA,NA,NA
"10194","Anthaxia aenecogaster","nobles",0,NA,NA,NA,NA
"10195","Anthaxia aenecogaster","norman",0,NA,NA,NA,NA
"10196","Anthaxia aenecogaster","olmsted",0,NA,NA,NA,NA
"10197","Anthaxia aenecogaster","otter tail",0,NA,NA,NA,NA
"10198","Anthaxia aenecogaster","pennington",0,NA,NA,NA,NA
"10199","Anthaxia aenecogaster","pine",0,NA,NA,NA,NA
"10200","Anthaxia aenecogaster","pipestone",0,NA,NA,NA,NA
"10201","Anthaxia aenecogaster","polk",0,NA,NA,NA,NA
"10202","Anthaxia aenecogaster","pope",0,NA,NA,NA,NA
"10203","Anthaxia aenecogaster","ramsey",0,NA,NA,NA,NA
"10204","Anthaxia aenecogaster","red lake",0,NA,NA,NA,NA
"10205","Anthaxia aenecogaster","redwood",0,NA,NA,NA,NA
"10206","Anthaxia aenecogaster","renville",0,NA,NA,NA,NA
"10207","Anthaxia aenecogaster","rice",0,NA,NA,NA,NA
"10208","Anthaxia aenecogaster","rock",0,NA,NA,NA,NA
"10209","Anthaxia aenecogaster","roseau",0,NA,NA,NA,NA
"10210","Anthaxia aenecogaster","saint anthony park",0,NA,NA,NA,NA
"10211","Anthaxia aenecogaster","santa rita",0,NA,NA,NA,NA
"10212","Anthaxia aenecogaster","scott",0,NA,NA,NA,NA
"10213","Anthaxia aenecogaster","sherburne",0,NA,NA,NA,NA
"10214","Anthaxia aenecogaster","sibley",0,NA,NA,NA,NA
"10215","Anthaxia aenecogaster","st louis",0,NA,NA,NA,NA
"10216","Anthaxia aenecogaster","stearns",0,NA,NA,NA,NA
"10217","Anthaxia aenecogaster","steele",0,NA,NA,NA,NA
"10218","Anthaxia aenecogaster","stevens",0,NA,NA,NA,NA
"10219","Anthaxia aenecogaster","swift",0,NA,NA,NA,NA
"10220","Anthaxia aenecogaster","todd",0,NA,NA,NA,NA
"10221","Anthaxia aenecogaster","traverse",0,NA,NA,NA,NA
"10222","Anthaxia aenecogaster","wabasha",0,NA,NA,NA,NA
"10223","Anthaxia aenecogaster","wadena",0,NA,NA,NA,NA
"10224","Anthaxia aenecogaster","waseca",0,NA,NA,NA,NA
"10225","Anthaxia aenecogaster","washington",0,NA,NA,NA,NA
"10226","Anthaxia aenecogaster","watonwan",0,NA,NA,NA,NA
"10227","Anthaxia aenecogaster","wilkin",0,NA,NA,NA,NA
"10228","Anthaxia aenecogaster","winona",0,NA,NA,NA,NA
"10229","Anthaxia aenecogaster","wright",0,NA,NA,NA,NA
"10230","Anthaxia aenecogaster","yellow medicine",0,NA,NA,NA,NA
"10231","Anthaxia cichorii","aitkin",0,NA,NA,NA,NA
"10232","Anthaxia cichorii","anoka",0,NA,NA,NA,NA
"10233","Anthaxia cichorii","anoka/isanti",0,NA,NA,NA,NA
"10234","Anthaxia cichorii","aonka/isanti",0,NA,NA,NA,NA
"10235","Anthaxia cichorii","becker",0,NA,NA,NA,NA
"10236","Anthaxia cichorii","beltrami",0,NA,NA,NA,NA
"10237","Anthaxia cichorii","benton",0,NA,NA,NA,NA
"10238","Anthaxia cichorii","big stone",0,NA,NA,NA,NA
"10239","Anthaxia cichorii","blue earth",0,NA,NA,NA,NA
"10240","Anthaxia cichorii","brown",0,NA,NA,NA,NA
"10241","Anthaxia cichorii","carlton",0,NA,NA,NA,NA
"10242","Anthaxia cichorii","carver",0,NA,NA,NA,NA
"10243","Anthaxia cichorii","cass",0,NA,NA,NA,NA
"10244","Anthaxia cichorii","chippewa",0,NA,NA,NA,NA
"10245","Anthaxia cichorii","chisago",0,NA,NA,NA,NA
"10246","Anthaxia cichorii","clay",0,NA,NA,NA,NA
"10247","Anthaxia cichorii","clearwater",0,NA,NA,NA,NA
"10248","Anthaxia cichorii","cook",0,NA,NA,NA,NA
"10249","Anthaxia cichorii","cottonwood",0,NA,NA,NA,NA
"10250","Anthaxia cichorii","crow wing",0,NA,NA,NA,NA
"10251","Anthaxia cichorii","dakota",0,NA,NA,NA,NA
"10252","Anthaxia cichorii","dodge",0,NA,NA,NA,NA
"10253","Anthaxia cichorii","douglas",0,NA,NA,NA,NA
"10254","Anthaxia cichorii","faribault",0,NA,NA,NA,NA
"10255","Anthaxia cichorii","fillmore",0,NA,NA,NA,NA
"10256","Anthaxia cichorii","freeborn",0,NA,NA,NA,NA
"10257","Anthaxia cichorii","goodhue",0,NA,NA,NA,NA
"10258","Anthaxia cichorii","grant",0,NA,NA,NA,NA
"10259","Anthaxia cichorii","hennepin",0,NA,NA,NA,NA
"10260","Anthaxia cichorii","houston",0,NA,NA,NA,NA
"10261","Anthaxia cichorii","hubbard",0,NA,NA,NA,NA
"10262","Anthaxia cichorii","isanti",0,NA,NA,NA,NA
"10263","Anthaxia cichorii","itasca",0,NA,NA,NA,NA
"10264","Anthaxia cichorii","itasca park",0,NA,NA,NA,NA
"10265","Anthaxia cichorii","jackson",0,NA,NA,NA,NA
"10266","Anthaxia cichorii","kanabec",0,NA,NA,NA,NA
"10267","Anthaxia cichorii","kandiyohi",0,NA,NA,NA,NA
"10268","Anthaxia cichorii","kittson",0,NA,NA,NA,NA
"10269","Anthaxia cichorii","koochiching",0,NA,NA,NA,NA
"10270","Anthaxia cichorii","lac qui parle",0,NA,NA,NA,NA
"10271","Anthaxia cichorii","lake",0,NA,NA,NA,NA
"10272","Anthaxia cichorii","lake of the woods",0,NA,NA,NA,NA
"10273","Anthaxia cichorii","le sueur",0,NA,NA,NA,NA
"10274","Anthaxia cichorii","lincoln",0,NA,NA,NA,NA
"10275","Anthaxia cichorii","lyon",0,NA,NA,NA,NA
"10276","Anthaxia cichorii","mahnomen",0,NA,NA,NA,NA
"10277","Anthaxia cichorii","marshall",0,NA,NA,NA,NA
"10278","Anthaxia cichorii","martin",0,NA,NA,NA,NA
"10279","Anthaxia cichorii","mcleod",0,NA,NA,NA,NA
"10280","Anthaxia cichorii","meeker",0,NA,NA,NA,NA
"10281","Anthaxia cichorii","mille lacs",0,NA,NA,NA,NA
"10282","Anthaxia cichorii","mille lacs lake",0,NA,NA,NA,NA
"10283","Anthaxia cichorii","morrison",0,NA,NA,NA,NA
"10284","Anthaxia cichorii","mower",0,NA,NA,NA,NA
"10285","Anthaxia cichorii","murray",0,NA,NA,NA,NA
"10286","Anthaxia cichorii","nicollet",0,NA,NA,NA,NA
"10287","Anthaxia cichorii","nobles",0,NA,NA,NA,NA
"10288","Anthaxia cichorii","norman",0,NA,NA,NA,NA
"10289","Anthaxia cichorii","olmsted",0,NA,NA,NA,NA
"10290","Anthaxia cichorii","otter tail",0,NA,NA,NA,NA
"10291","Anthaxia cichorii","pennington",0,NA,NA,NA,NA
"10292","Anthaxia cichorii","pine",0,NA,NA,NA,NA
"10293","Anthaxia cichorii","pipestone",0,NA,NA,NA,NA
"10294","Anthaxia cichorii","polk",0,NA,NA,NA,NA
"10295","Anthaxia cichorii","pope",0,NA,NA,NA,NA
"10296","Anthaxia cichorii","ramsey",0,NA,NA,NA,NA
"10297","Anthaxia cichorii","red lake",0,NA,NA,NA,NA
"10298","Anthaxia cichorii","redwood",0,NA,NA,NA,NA
"10299","Anthaxia cichorii","renville",0,NA,NA,NA,NA
"10300","Anthaxia cichorii","rice",0,NA,NA,NA,NA
"10301","Anthaxia cichorii","rock",0,NA,NA,NA,NA
"10302","Anthaxia cichorii","roseau",0,NA,NA,NA,NA
"10303","Anthaxia cichorii","saint anthony park",0,NA,NA,NA,NA
"10304","Anthaxia cichorii","santa rita",0,NA,NA,NA,NA
"10305","Anthaxia cichorii","scott",0,NA,NA,NA,NA
"10306","Anthaxia cichorii","sherburne",0,NA,NA,NA,NA
"10307","Anthaxia cichorii","sibley",0,NA,NA,NA,NA
"10308","Anthaxia cichorii","st louis",0,NA,NA,NA,NA
"10309","Anthaxia cichorii","stearns",0,NA,NA,NA,NA
"10310","Anthaxia cichorii","steele",0,NA,NA,NA,NA
"10311","Anthaxia cichorii","stevens",0,NA,NA,NA,NA
